               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.086194,             0.16883,            0.013555,            0.050867,             0.11067,            0.031197,           0.0064587,            0.077555,              0.1453,           0.0040119,              0.0784,              0.0024,              0.0024
                   1,            0.060498,             0.18867,           0.0021012,             0.14778,             0.27725,             0.13175,            0.039486,            0.053308,              0.1969,           0.0023727,            0.055876,           0.0048757,           0.0048757
                   2,            0.066745,             0.17617,           0.0020782,             0.25413,             0.36462,             0.21648,            0.076799,            0.077967,             0.11175,           0.0020292,            0.033327,           0.0073267,           0.0073267
                   3,            0.076089,             0.16116,           0.0028583,             0.26258,             0.43672,             0.38432,             0.10519,            0.072296,             0.29284,           0.0021252,            0.010753,            0.009753,            0.009753
                   4,            0.063825,             0.15819,           0.0027511,             0.14444,             0.28109,             0.14814,            0.036887,            0.063744,             0.16441,           0.0025095,            0.009802,            0.009802,            0.009802
                   5,            0.046571,             0.20517,           0.0024746,             0.31621,             0.42825,             0.33231,             0.13812,            0.040707,             0.18749,           0.0023886,            0.009802,            0.009802,            0.009802
                   6,            0.037652,             0.18534,           0.0025307,              0.7996,             0.44457,             0.37986,             0.14176,             0.03901,             0.22693,            0.002124,           0.0097525,           0.0097525,           0.0097525
                   7,            0.033604,             0.17529,           0.0023288,             0.78414,             0.42152,             0.30334,             0.11752,            0.036879,             0.25245,           0.0017794,            0.009703,            0.009703,            0.009703
                   8,            0.032478,             0.16936,           0.0021055,             0.92293,             0.42748,             0.41824,             0.13174,             0.04357,             0.20933,           0.0018682,           0.0096535,           0.0096535,           0.0096535
                   9,            0.034075,             0.17716,           0.0020956,             0.79215,              0.4479,             0.43917,             0.26776,            0.036323,             0.16452,            0.002062,            0.009604,            0.009604,            0.009604
                  10,            0.029025,              0.1664,           0.0019771,             0.87523,             0.42455,             0.45288,             0.20125,            0.034121,             0.19429,           0.0019693,           0.0095545,           0.0095545,           0.0095545
                  11,            0.029923,             0.16847,           0.0020135,              0.9369,             0.45937,              0.4865,             0.33894,            0.025117,             0.14488,           0.0019835,            0.009505,            0.009505,            0.009505
                  12,            0.028033,              0.1634,           0.0019073,             0.99302,             0.46942,              0.4834,              0.3396,            0.019344,             0.13727,           0.0020046,           0.0094555,           0.0094555,           0.0094555
                  13,            0.026318,             0.15484,           0.0018936,             0.91251,             0.46027,             0.47126,              0.3366,             0.02334,             0.15125,           0.0020275,            0.009406,            0.009406,            0.009406
                  14,            0.026511,             0.15431,           0.0018049,             0.98893,             0.46473,             0.48247,             0.16966,             0.03599,             0.19286,           0.0020596,           0.0093565,           0.0093565,           0.0093565
                  15,             0.02428,             0.15682,           0.0017957,             0.99394,             0.46902,             0.48403,             0.37975,            0.021146,             0.14587,           0.0020439,            0.009307,            0.009307,            0.009307
                  16,            0.025327,             0.15806,           0.0018308,             0.99411,             0.46905,             0.48373,             0.37667,            0.018122,             0.14104,           0.0020079,           0.0092575,           0.0092575,           0.0092575
                  17,            0.025464,             0.15592,           0.0018057,             0.99429,              0.4693,              0.4829,              0.3745,            0.020447,             0.16553,           0.0021391,            0.009208,            0.009208,            0.009208
                  18,            0.023128,             0.14762,           0.0017339,             0.99385,             0.46925,             0.48372,             0.29528,             0.02391,             0.18856,           0.0022512,           0.0091585,           0.0091585,           0.0091585
                  19,            0.023358,             0.14967,           0.0016787,             0.91532,             0.46403,             0.48014,             0.36352,            0.027682,              0.1616,           0.0018543,            0.009109,            0.009109,            0.009109
                  20,            0.022908,             0.14768,           0.0018197,             0.99461,              0.4703,             0.48239,             0.38667,            0.018523,             0.11815,           0.0018917,           0.0090595,           0.0090595,           0.0090595
                  21,            0.022663,             0.14642,           0.0017343,             0.99479,             0.47008,             0.48266,             0.37754,            0.016927,             0.12589,           0.0018282,             0.00901,             0.00901,             0.00901
                  22,            0.022644,             0.14517,            0.001768,             0.99499,             0.47008,             0.48442,              0.3893,            0.019033,             0.13269,           0.0019154,           0.0089605,           0.0089605,           0.0089605
                  23,            0.022214,             0.14677,           0.0016959,             0.99343,             0.46815,             0.48448,             0.36989,            0.023474,             0.14916,           0.0018888,            0.008911,            0.008911,            0.008911
                  24,            0.021615,              0.1406,            0.001638,             0.99477,             0.46958,             0.48747,             0.38902,            0.021138,             0.13685,           0.0018558,           0.0088615,           0.0088615,           0.0088615
                  25,            0.020776,             0.13631,           0.0016105,             0.99491,              0.4696,             0.49659,             0.39522,            0.017221,             0.12208,           0.0017306,            0.008812,            0.008812,            0.008812
                  26,            0.020536,              0.1393,           0.0016785,             0.99503,             0.47018,             0.49008,             0.37292,            0.019379,             0.14872,            0.001828,           0.0087625,           0.0087625,           0.0087625
                  27,            0.020339,             0.14097,           0.0015807,             0.99463,             0.46985,             0.50549,             0.28875,            0.025635,             0.18002,            0.001799,            0.008713,            0.008713,            0.008713
                  28,            0.020829,             0.14134,           0.0016293,             0.99313,             0.46812,             0.50408,             0.28368,            0.019771,             0.14199,           0.0017459,           0.0086635,           0.0086635,           0.0086635
                  29,            0.020264,             0.13714,           0.0016287,             0.99535,             0.47068,             0.52289,             0.41709,            0.014873,             0.11505,             0.00169,            0.008614,            0.008614,            0.008614
                  30,            0.020633,             0.14112,           0.0016167,             0.99553,             0.47068,             0.49613,             0.39745,            0.015675,             0.12104,           0.0017185,           0.0085645,           0.0085645,           0.0085645
                  31,            0.019214,             0.13751,           0.0015784,             0.97108,             0.47313,             0.58244,             0.38097,            0.017195,             0.13034,            0.001632,            0.008515,            0.008515,            0.008515
                  32,            0.018905,             0.13505,           0.0015532,             0.99584,             0.47106,             0.55366,             0.38033,            0.019102,             0.15594,           0.0016978,           0.0084655,           0.0084655,           0.0084655
                  33,            0.019482,             0.13244,           0.0015394,             0.97084,             0.47318,             0.59114,             0.36546,            0.017875,             0.13911,           0.0016674,            0.008416,            0.008416,            0.008416
                  34,             0.01857,             0.13116,           0.0015163,             0.97803,             0.47305,             0.60035,              0.4474,            0.015023,             0.11533,           0.0016106,           0.0083665,           0.0083665,           0.0083665
                  35,            0.019345,             0.13649,           0.0015201,               0.979,             0.47297,             0.64198,              0.4601,              0.0158,              0.1282,           0.0016556,            0.008317,            0.008317,            0.008317
                  36,             0.01955,             0.13432,           0.0014879,             0.97857,             0.47337,             0.67361,             0.51033,            0.013303,             0.11196,           0.0016182,           0.0082675,           0.0082675,           0.0082675
                  37,            0.018609,             0.13481,           0.0015097,             0.97504,             0.47337,             0.65015,             0.39638,            0.018776,             0.14875,           0.0015938,            0.008218,            0.008218,            0.008218
                  38,              0.0187,             0.13303,           0.0015104,             0.97657,             0.47328,             0.66968,             0.49185,            0.016523,             0.12255,           0.0015368,           0.0081685,           0.0081685,           0.0081685
                  39,            0.018042,             0.12877,           0.0014273,             0.97991,             0.47282,             0.69029,             0.50937,            0.012531,             0.12222,           0.0015987,            0.008119,            0.008119,            0.008119
                  40,            0.017315,             0.12778,           0.0014042,               0.981,             0.47308,             0.74972,             0.39113,             0.02239,             0.20039,           0.0018235,           0.0080695,           0.0080695,           0.0080695
                  41,            0.017901,             0.12793,           0.0014198,             0.97719,             0.47335,             0.73757,              0.4551,            0.015785,             0.15931,           0.0016952,             0.00802,             0.00802,             0.00802
                  42,            0.017743,             0.12925,           0.0013897,             0.97802,             0.47352,              0.7506,             0.50291,             0.01564,             0.14843,           0.0017227,           0.0079705,           0.0079705,           0.0079705
                  43,            0.017003,              0.1267,           0.0013979,             0.97972,             0.47345,             0.81454,             0.54562,            0.014798,             0.13695,           0.0015572,            0.007921,            0.007921,            0.007921
                  44,            0.017283,             0.12539,            0.001389,             0.97778,              0.4734,             0.77374,             0.56879,            0.011891,             0.10652,           0.0014391,           0.0078715,           0.0078715,           0.0078715
                  45,            0.016795,             0.12229,           0.0013041,             0.97956,             0.47352,             0.82924,              0.5324,            0.017843,             0.15755,           0.0016019,            0.007822,            0.007822,            0.007822
                  46,            0.017149,              0.1249,           0.0012272,             0.97945,             0.49054,             0.80482,             0.45541,            0.020891,             0.19818,           0.0017433,           0.0077725,           0.0077725,           0.0077725
                  47,            0.016883,              0.1252,           0.0011277,             0.62174,             0.52818,             0.66793,             0.49788,            0.013775,             0.10069,           0.0012319,            0.007723,            0.007723,            0.007723
                  48,            0.016987,              0.1253,           0.0011822,              0.9809,             0.57835,             0.87076,             0.60854,            0.013285,             0.10962,           0.0012703,           0.0076735,           0.0076735,           0.0076735
                  49,            0.016818,             0.12462,           0.0011035,             0.98332,             0.51803,             0.85106,             0.61073,            0.013131,             0.13674,           0.0014867,            0.007624,            0.007624,            0.007624
                  50,             0.01759,             0.12518,           0.0010805,             0.89074,             0.53095,             0.84644,             0.59045,            0.015713,             0.11392,           0.0012723,           0.0075745,           0.0075745,           0.0075745
                  51,            0.016092,              0.1247,           0.0010482,             0.97859,               0.562,              0.8623,              0.5728,             0.01628,             0.13776,           0.0011971,            0.007525,            0.007525,            0.007525
                  52,            0.016633,             0.12198,           0.0010383,             0.98143,             0.55452,             0.88342,             0.56644,            0.014988,             0.14799,            0.001308,           0.0074755,           0.0074755,           0.0074755
                  53,            0.015815,             0.12383,            0.001012,             0.96385,             0.54138,             0.91113,              0.6185,            0.014455,             0.13144,             0.00117,            0.007426,            0.007426,            0.007426
                  54,            0.016421,             0.12319,           0.0010158,              0.9793,              0.6134,             0.88905,             0.63516,            0.013633,             0.11342,           0.0010747,           0.0073765,           0.0073765,           0.0073765
                  55,            0.017285,             0.12253,           0.0010163,             0.98018,              0.6013,             0.89972,             0.65828,            0.012064,             0.10308,            0.001117,            0.007327,            0.007327,            0.007327
                  56,             0.01666,             0.12013,           0.0009989,             0.98099,             0.65556,             0.91577,              0.6283,            0.011598,             0.11643,           0.0011888,           0.0072775,           0.0072775,           0.0072775
