Pred_inc,Pred_PA,Real_inc,Real_PA
-57.90668,71.91861,-77.2,86.04318
-34.30452,14.038586,59.4,27.130436
33.62118,3.1988332,-41.3,11.459832
-50.042225,-56.465157,70.9,292.2048
29.319977,-71.60855,30.3,278.63403
-56.20925,-2.7758946,-60.4,335.48026
68.47575,127.315094,-68.9,154.79282
-19.013502,-68.78274,-24.4,295.26453
-63.651024,30.265053,-87.0,335.13083
-46.433403,-172.87364,-70.3,177.96599
67.72262,-166.55144,70.6,186.37436
15.085654,39.18483,19.9,33.862656
-10.495287,-181.74718,-7.9,160.37181
28.902966,-122.48434,29.5,230.84923
74.84175,-131.85962,-87.3,185.19864
-66.04819,35.856987,-59.5,57.00452
76.765915,-194.51692,78.8,115.610756
17.381184,72.804054,64.5,62.841763
-7.106517,20.36546,-3.5,25.398268
24.774673,7.722029,24.2,3.936436
13.340839,88.722916,9.1,99.87779
-13.263997,100.3552,2.4,133.29895
-62.205383,32.07282,-48.8,36.57694
75.96898,-17.106579,-88.6,105.222855
47.753,94.63612,52.7,96.36009
46.403313,-98.97709,58.6,256.04562
-48.843857,-152.22975,-55.2,202.8019
45.94351,-59.56194,50.7,286.3664
-48.099537,-16.77097,82.5,321.36417
20.975044,-187.5221,67.4,102.721504
-63.91554,-125.62153,70.3,215.91913
32.240723,98.27478,-29.7,109.54907
60.032784,-143.64502,75.9,177.55661
34.17237,-174.20058,49.4,167.44044
-50.46297,-175.91283,-55.6,181.13959
-55.321716,13.777843,77.2,9.723186
-27.942644,44.252865,47.2,38.92257
-47.81226,-3.2040014,-88.9,345.4584
45.99211,56.598167,55.6,62.750214
10.089444,56.181126,16.9,51.505405
-8.965396,-178.7535,-19.1,164.27309
-13.453149,-6.723282,-23.6,349.16235
50.587635,-194.52983,45.3,150.61128
53.348957,-156.97498,67.6,177.61829
-40.35046,-98.94078,29.9,252.47414
-59.236275,-33.53228,-61.0,337.67072
-65.14349,111.18771,78.8,145.0978
67.80229,-19.984987,-85.4,296.22238
11.007033,-101.66128,26.7,246.39688
-54.18074,-95.741234,73.1,268.91785
77.13809,82.063576,87.4,151.11967
-60.062035,-209.86444,-67.5,133.45634
-54.548214,-169.01523,-88.2,94.11179
51.631298,-46.00687,85.7,62.482723
-26.804504,-13.785805,-47.3,7.47996
70.49664,-205.92258,78.5,111.07541
-74.280624,108.64122,78.5,123.690735
21.500257,-121.97075,33.8,223.74011
-27.305584,33.857006,-28.2,42.811256
31.477888,9.878832,44.4,346.72925
-62.008347,66.29114,-86.4,107.432236
-36.71392,58.344963,57.2,62.079597
-63.58187,5.9307795,-62.7,22.749014
25.045305,-184.40129,23.3,159.25009
66.136765,-146.42595,82.3,224.40733
-21.719639,-73.1578,-30.5,286.8838
-56.210262,-173.95241,-85.7,248.45113
-51.95398,-16.553886,61.5,339.28235
-50.19069,67.65056,-48.1,83.71836
64.44223,-6.9018517,70.3,354.54483
-61.73001,-4.7690125,-74.4,15.498078
59.275723,-110.57789,69.3,234.33847
-15.85892,15.544541,76.1,6.2424326
53.83124,-91.264755,76.1,236.51616
67.15862,36.648453,78.6,33.4461
-67.05124,-136.96565,-77.1,227.28278
-3.4525907,-9.933753,-8.9,327.5358
15.998403,111.27614,13.4,126.968315
24.003273,-31.513483,27.6,321.04868
13.543419,111.537674,17.2,125.874596
13.2822485,-116.78764,13.4,226.26285
40.601536,-141.39438,39.2,203.40915
-16.594696,77.0174,-26.7,87.98942
8.951434,-114.27413,12.3,234.04224
59.196533,55.42034,56.6,58.960983
44.973026,119.36376,52.0,103.487915
-3.3994105,-103.55685,-12.0,201.47545
24.712385,-115.93263,14.9,241.3309
71.03224,-171.76744,-2.8,107.89563
75.42379,-184.71347,87.5,248.40846
-34.87436,-108.16543,-32.5,252.99303
11.798699,-160.11047,5.7,201.28181
5.579602,20.745394,-19.3,32.19659
41.0998,-57.399925,42.3,288.57794
39.570423,36.72774,31.2,41.42822
66.3667,-41.34305,72.3,277.57062
-45.257877,-121.42332,-49.0,231.17459
70.619026,-101.12986,73.7,239.37244
57.57745,95.43768,79.0,76.4015
-28.935745,-164.52989,-44.4,195.14062
38.259422,-163.22186,44.3,179.75278
-46.80386,-77.531334,-61.5,268.79575
-65.57836,-93.319916,-74.2,225.7683
-32.17751,-44.125034,28.9,308.00912
61.744453,-77.20485,79.1,299.62964
-28.044836,11.72225,-35.8,20.241552
-34.1776,-143.64873,2.9,208.65086
0.19617254,-88.908066,9.7,263.15054
-53.120617,-202.75798,-54.2,146.86325
-8.077523,-175.09169,3.1,167.7591
-26.431341,95.94427,-33.1,116.461945
18.228096,6.3374,30.5,357.5506
-58.94212,-109.74391,-61.9,251.06668
-42.55762,-206.83644,-62.9,158.12042
-68.68287,-109.728226,-80.3,235.21375
40.465088,-94.303314,-44.8,265.5513
42.890774,-127.31192,42.4,219.53204
19.574827,75.577805,9.4,87.02673
19.550526,51.57639,22.8,45.79865
49.873787,50.459286,49.7,47.227303
14.323993,121.23682,7.0,139.33066
-42.523346,57.724106,48.9,55.728123
63.627586,-213.69559,-51.4,174.81978
23.35436,7.3015866,24.7,6.139478
-39.661247,-115.01642,60.1,229.44026
-1.9156269,-16.878283,-24.4,351.69513
54.79417,76.15976,47.0,73.891754
-22.318562,61.576706,-8.7,66.67262
13.281446,84.78363,11.1,95.077095
-22.793026,116.47911,-27.0,133.15472
-67.76085,-99.93721,69.8,265.19196
23.527224,8.831308,24.5,5.786027
51.48589,-73.950455,46.3,268.37445
72.92182,-96.696846,-83.3,232.89317
10.181804,75.21045,75.1,95.488266
-5.3403053,-131.16417,-12.6,226.37836
77.65859,-37.81216,84.8,326.13202
-9.775332,-84.3323,27.0,267.71164
64.29756,-61.458176,57.8,282.71442
58.50561,81.02687,-50.4,101.572586
41.929123,-44.457745,43.0,305.42108
74.63853,-126.49741,-87.2,259.9458
-39.071312,-47.224922,-48.2,310.56473
0.8350979,50.806126,0.8,46.87506
14.524873,132.77245,11.3,169.05586
55.604603,65.36757,-69.9,75.04697
8.391812,-60.3672,11.2,300.9046
-18.814299,65.72205,-21.9,74.82706
-26.863878,2.5836225,-23.1,11.897494
55.014454,-177.69118,-70.7,167.5142
-14.490625,88.5094,-17.6,93.76041
2.6273625,-121.50368,5.6,247.42737
13.299449,90.70678,12.6,98.20353
-28.139208,-45.265785,32.7,304.68246
-50.81251,-181.55618,52.5,158.8578
-54.631752,-201.42375,-51.6,129.35175
59.275814,75.78986,51.8,71.41306
19.977026,-14.932846,33.2,332.18164
-68.08293,-153.94083,-78.8,227.69536
1.4625351,-86.11457,0.6,259.95493
-9.598533,-194.22523,-15.9,163.75511
59.26139,-192.41675,62.1,142.55598
-30.212484,-174.5495,-43.8,177.0772
-0.4408698,-4.272314,-6.9,359.19843
79.67747,-179.0856,-74.0,153.75725
-28.588987,-155.17346,54.3,217.68132
67.75531,55.490276,-75.3,59.57914
61.196716,-33.228653,68.6,324.5957
-22.372934,120.838264,54.5,136.83601
-25.67023,-13.416643,-23.6,327.72244
70.226555,-199.09322,-76.2,76.512146
-53.887287,-152.16495,72.8,189.17326
73.436195,75.154755,83.2,75.10942
5.614557,-191.4376,-60.4,174.0766
62.314766,-43.48144,87.1,32.7128
-27.379509,49.280716,-32.2,53.64681
12.311456,-36.084373,19.7,309.55658
-3.0981195,96.94748,-5.8,97.39775
-12.896405,73.3856,-35.8,87.570045
-8.058822,113.75563,34.9,115.382614
-59.69648,-139.65137,62.6,201.15588
-30.195686,38.829773,14.4,57.87893
-24.27404,121.876015,-19.6,129.72626
65.055145,120.17724,79.4,117.67235
-2.0945284,-56.404232,2.0,277.41153
-28.1388,4.626877,-42.9,11.774954
-15.148867,-184.52634,-38.5,165.04683
-66.74355,94.933556,-85.4,72.5365
13.191494,-196.53204,41.9,140.18837
47.45988,-134.34656,42.9,203.9007
2.0427425,-99.06037,1.1,251.17368
76.10587,6.4442277,-87.2,87.95894
-67.04968,88.33346,60.6,69.824066
-43.387897,-28.070654,-50.8,330.22293
19.21017,12.627037,13.4,13.681629
18.89443,-32.24969,20.1,317.94968
-37.498672,-59.934258,-33.9,303.40253
-68.88303,27.219788,-64.9,63.73022
3.421355,-57.443142,2.6,295.48077
-10.78868,9.50524,1.8,12.522819
-39.119476,-13.549129,-70.5,354.28226
-34.66652,-29.738768,79.4,256.23206
75.33255,-69.35493,90.3,229.74591
78.06665,-173.88269,83.2,103.98061
-6.0069084,-108.30699,64.1,241.35052
24.865986,-56.111576,21.7,292.88055
63.37119,-111.643585,69.9,212.71803
62.759876,-157.9362,56.7,189.72678
-5.412145,112.89526,5.2,121.94916
-64.922935,-171.01482,-84.2,134.6678
-10.147248,-195.23627,-14.6,145.10855
2.816576,-210.3902,4.9,143.16522
