               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080031,            0.052976,            0.014293,            0.044766,             0.27425,            0.029354,           0.0055277,            0.065357,             0.02614,           0.0098114,              0.0706,           0.0032667,           0.0032667
                   1,            0.061155,            0.033356,           0.0085873,             0.75326,             0.30475,             0.25012,            0.054251,            0.058305,            0.028553,           0.0083653,            0.040578,           0.0065782,           0.0065782
                   2,            0.057664,            0.031361,           0.0080101,             0.62755,             0.35769,             0.13014,            0.038644,             0.04943,            0.026675,            0.008168,            0.010534,           0.0098678,           0.0098678
                   3,            0.050568,            0.033023,           0.0080846,             0.72282,               0.323,             0.29973,            0.070322,            0.050467,            0.032192,           0.0079647,            0.009901,            0.009901,            0.009901
                   4,            0.043157,            0.030989,           0.0077244,             0.73781,             0.31473,             0.40386,             0.13862,            0.044422,            0.032398,           0.0075245,            0.009901,            0.009901,            0.009901
                   5,            0.039113,            0.030325,            0.007637,             0.32267,             0.57525,             0.42038,             0.20206,            0.033683,            0.024547,           0.0073932,            0.009868,            0.009868,            0.009868
                   6,            0.034975,             0.02906,            0.007616,             0.80917,             0.35175,             0.45874,             0.14804,            0.040727,            0.029147,           0.0072536,            0.009835,            0.009835,            0.009835
                   7,            0.033841,            0.027011,            0.007415,             0.34215,               0.523,             0.41516,             0.12966,            0.034425,            0.027771,            0.007273,            0.009802,            0.009802,            0.009802
                   8,            0.032537,             0.02673,           0.0075458,             0.16433,               0.517,             0.17244,            0.063365,            0.042363,            0.031446,           0.0072988,            0.009769,            0.009769,            0.009769
                   9,            0.030985,            0.026348,           0.0071679,             0.31203,             0.79375,             0.50898,             0.18348,            0.028503,            0.030411,           0.0073028,            0.009736,            0.009736,            0.009736
                  10,            0.028736,            0.025012,           0.0071093,             0.32772,             0.78925,             0.40163,              0.1294,            0.033717,            0.030516,           0.0072842,            0.009703,            0.009703,            0.009703
                  11,            0.029167,            0.025397,           0.0067036,             0.94869,               0.415,             0.48932,             0.24885,            0.035026,            0.028215,           0.0073127,             0.00967,             0.00967,             0.00967
