Pred_inc,Pred_PA,Real_inc,Real_PA
0.31614003,52.77021,-57.4,111.50654
0.21991244,-62.407066,6.6,245.52612
-6.3255696,3.7594442,-65.8,24.002613
0.33218816,-72.64143,-6.0,247.1561
-0.51199996,32.669384,72.3,127.146996
0.325661,45.16809,-76.5,125.11673
-2.00152,-76.27507,63.8,255.99611
0.24793372,-63.519493,-20.1,313.72794
0.2456199,-73.20395,-18.7,247.08458
0.3315461,25.432514,-65.8,22.725441
-1.7745641,30.502283,83.3,121.79583
-0.27171913,45.120514,-20.5,157.0052
-1.1149994,-70.43816,64.4,188.08206
-0.85751575,-77.3992,-42.4,227.81812
-1.3116795,46.222202,-37.7,20.321165
-0.38191652,52.76013,-54.8,103.45538
-0.09344628,51.25079,-32.9,35.89297
0.27402064,-77.21491,-58.1,281.25208
0.12344594,-73.21408,16.2,224.75317
0.29016155,38.459846,69.9,5.662112
-2.874061,-73.759544,-53.4,291.2727
0.21563333,25.910482,-43.7,184.87071
0.31955692,23.867367,-2.2,156.54434
0.306199,-54.96236,11.2,214.6972
-1.250724,46.315426,-62.3,141.9319
0.22104925,11.542504,-18.6,185.78917
-2.1984148,-74.77164,72.7,241.41473
0.31229553,-72.61645,6.1,272.55835
0.23480022,51.440556,-26.6,105.921326
0.37389103,43.04045,51.0,19.172771
-0.033517785,-52.893456,-16.8,345.64023
-2.485131,51.879807,-72.3,89.53197
-0.5333785,15.76614,-87.7,99.54455
0.168571,-55.020035,10.3,271.22977
0.10816595,49.856747,67.5,68.49562
0.31318477,-70.8981,24.0,327.1867
-0.16104057,17.344439,88.0,55.992386
0.2789303,46.68424,52.6,106.74691
0.32727993,-11.080508,-68.5,236.98152
0.22602251,27.643028,-38.4,189.5725
0.3058817,-53.265022,-76.8,215.97691
-0.04161077,-76.974365,26.1,241.29083
0.35105184,-14.507072,-89.4,41.912525
0.22715485,-68.979645,14.2,282.43158
-0.14379719,-72.31334,-1.5,231.55614
-1.9086304,-66.39676,85.4,186.87862
0.17174616,-67.05235,-16.7,252.3417
-0.4965795,-69.93511,-40.3,317.98798
-1.3255697,-68.74043,-85.3,191.4104
0.23640844,-75.97332,0.4,266.0344
0.35558635,32.177883,-83.9,109.53337
0.27651003,46.79175,57.8,28.004559
0.15938029,-70.01366,32.5,322.52167
0.26753536,52.136505,45.9,141.5649
0.3200128,50.385582,42.4,40.11559
0.31507102,-57.64255,67.7,256.6038
0.0659702,-8.614694,-40.6,183.58745
-0.48901388,-71.89952,70.9,231.60825
-1.4350599,-40.161304,-48.6,346.3679
0.27953362,-3.0205355,80.7,148.15874
0.30367884,22.36212,-86.4,105.58132
0.26046914,0.22578315,1.1,111.82049
-0.15261859,28.360071,85.7,40.982594
0.34308052,42.82898,49.7,45.56423
-0.22488692,55.059425,27.0,129.55046
0.21584827,-81.406105,39.6,263.23975
0.2069086,48.284676,13.5,121.47702
0.23038872,43.8355,5.4,102.130196
0.33951762,33.34111,86.6,176.75272
-0.08262614,-74.78581,65.6,239.13821
0.29511878,-77.093506,32.1,263.87454
-0.13109365,45.206745,-9.4,143.08672
0.18692136,-76.46852,-35.2,227.09944
-0.24474019,-71.72884,48.2,320.98962
0.3152151,-39.5058,76.4,209.20041
-1.2827628,54.058327,52.6,50.955353
0.11826278,-61.19222,24.5,189.23656
0.34670845,30.033213,1.7,46.867237
0.26988447,-68.5104,-25.7,219.87782
0.3289525,50.415653,-16.5,57.96444
0.30555016,-71.361015,69.8,279.7658
-0.93017584,51.968678,40.7,75.790016
0.28464577,-70.85347,-61.0,279.53766
0.31477392,-46.05312,-72.2,209.2574
-1.8802162,-75.56727,66.1,276.24863
-0.067435674,43.396023,-40.3,173.64233
-0.90124696,52.879852,41.9,71.21967
0.28944856,50.20046,4.7,155.01811
0.27512744,49.941868,-25.9,129.67825
0.22933176,-75.70388,-61.0,308.8271
0.29363674,37.663834,-58.9,170.20653
0.31820798,-73.25146,75.5,236.85791
0.12214081,-72.798775,67.3,298.73505
-0.013204269,-57.07333,39.3,337.81372
-8.423802,33.691666,-70.2,107.8977
0.33791587,37.167263,-68.1,47.550266
0.06930733,-22.829197,-51.4,1.2445576
0.3726751,38.28784,7.6,144.8849
0.18644613,44.332375,-18.9,38.314335
0.36322552,-68.11457,3.0,318.97598
-1.1762699,52.941113,37.6,70.73489
-0.99181277,43.573704,-29.7,169.45584
-2.3871472,-76.18445,69.7,292.382
-1.2712461,-72.03822,37.7,318.44144
0.30143967,-56.777023,13.1,196.13551
