               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.17007,            0.050006,            0.015683,          2.8225e-05,               0.005,           1.426e-05,           1.426e-06,             0.17184,            0.034388,            0.013397,            0.054655,           0.0006192,           0.0006192
                   1,             0.14318,            0.049572,            0.011551,           0.0029277,               0.081,           0.0078874,           0.0017929,             0.16795,            0.029381,            0.012281,            0.037515,           0.0012537,           0.0012537
                   2,             0.11928,            0.054837,           0.0086993,             0.19887,               0.244,            0.098599,            0.024629,             0.12996,            0.059077,           0.0090632,            0.020364,           0.0018775,           0.0018775
                   3,             0.11287,            0.052204,           0.0078496,             0.62811,               0.156,             0.11387,             0.02903,             0.12706,            0.094522,           0.0085234,           0.0032016,           0.0024906,           0.0024906
                   4,             0.10621,            0.052255,           0.0075527,             0.63296,             0.17533,              0.1108,            0.026426,             0.12135,             0.10811,           0.0079846,           0.0024943,           0.0024943,           0.0024943
                   5,               0.103,            0.051056,           0.0074545,             0.64697,               0.192,             0.14243,            0.037325,             0.11022,            0.076531,           0.0078505,           0.0024943,           0.0024943,           0.0024943
                   6,            0.098596,            0.050804,           0.0072836,             0.68836,               0.206,             0.19086,            0.056921,              0.1057,             0.06357,           0.0078769,           0.0024729,           0.0024729,           0.0024729
                   7,            0.094807,            0.050293,           0.0071448,             0.66143,              0.1985,             0.14965,            0.040051,              0.1064,            0.061861,           0.0078573,           0.0024515,           0.0024515,           0.0024515
                   8,             0.09453,            0.049763,           0.0070903,             0.68956,               0.224,             0.18896,            0.055984,             0.10063,            0.063839,           0.0078295,           0.0024301,           0.0024301,           0.0024301
                   9,            0.092021,            0.052133,           0.0070651,             0.71338,             0.25647,             0.22229,             0.06726,             0.10319,            0.063558,           0.0078715,           0.0024087,           0.0024087,           0.0024087
                  10,            0.087799,            0.050429,           0.0071645,              0.7057,               0.252,             0.21746,             0.07962,            0.096436,            0.058735,           0.0077862,           0.0023873,           0.0023873,           0.0023873
                  11,            0.088754,            0.050004,           0.0069172,             0.67543,               0.252,             0.19495,            0.061168,            0.095779,            0.058534,           0.0077209,           0.0023659,           0.0023659,           0.0023659
                  12,            0.087423,              0.0491,            0.007091,             0.71186,              0.2455,             0.22447,            0.074945,            0.094382,            0.060271,           0.0076616,           0.0023444,           0.0023444,           0.0023444
                  13,            0.084817,            0.048926,           0.0071622,             0.73022,             0.25473,              0.2497,            0.096177,            0.091494,            0.062225,           0.0075827,            0.002323,            0.002323,            0.002323
                  14,            0.083448,            0.049122,           0.0070223,             0.68995,               0.257,             0.21592,            0.070414,            0.090658,            0.066144,           0.0074901,           0.0023016,           0.0023016,           0.0023016
