,Pred,Real
327,129.04886,129.25076
328,-64.38415,291.3348
329,126.406975,129.82938
330,-47.74355,318.56003
331,36.30204,39.13083
332,-140.50716,206.79893
333,-166.42796,188.25978
334,-38.481102,318.2819
335,-38.722347,310.98923
336,-80.72454,268.58258
337,25.09987,19.83929
338,-114.871544,239.9217
339,-2.9205816,352.31833
340,68.62205,66.039215
341,134.00708,127.743904
342,82.23661,73.20475
343,48.569912,49.176823
344,-22.304968,335.57886
345,6.6430297,8.749722
346,12.073865,10.541981
347,105.12821,96.311516
348,-128.51154,227.15959
349,-147.1438,206.26555
350,-73.70942,280.7377
351,-82.12072,277.12924
352,6.9250665,11.2123575
353,60.003902,68.49348
354,-12.966309,347.1974
355,106.85566,111.39523
356,6.4202576,5.1553063
357,-162.42245,192.60349
358,-38.04619,317.27145
359,-106.900116,243.58707
360,118.9112,121.65571
361,-139.48427,208.33284
362,-106.6188,237.42526
363,-18.468199,343.69986
364,5.349642,5.73045
365,91.90292,93.99871
366,-3.195059,354.84766
367,154.64665,147.11642
368,127.06619,130.73753
369,14.446818,15.830063
370,84.22328,79.42267
371,174.61409,165.73798
372,-81.84092,271.85657
373,141.25528,145.26666
374,23.86436,28.170208
375,91.31007,102.98303
376,-128.39258,234.23314
377,91.6425,85.26376
378,54.582294,57.486362
379,-48.95086,311.88043
380,-118.16659,230.64798
381,64.673935,69.570045
382,-107.270134,248.82632
383,92.900536,96.59168
384,69.81279,71.78378
385,7.2972064,8.550503
386,19.816639,19.494469
387,-80.16669,279.95828
388,128.03198,126.05797
389,-0.6396036,358.65253
390,19.745117,22.111687
391,-77.293495,274.5793
392,75.32197,78.119934
393,-35.06916,321.4535
394,-136.21811,228.7623
395,123.76986,125.87284
396,93.88826,95.29479
397,77.80422,86.76877
398,-76.86426,279.56628
399,-96.08677,255.70859
400,-14.652897,343.14474
401,-0.90683156,356.6229
402,67.89091,67.97038
403,16.621222,15.418484
404,173.25151,211.13907
405,-126.66286,226.74739
406,91.988396,97.664345
407,-126.341194,208.45645
408,-32.63987,327.92474
409,142.73883,157.0052
410,-157.92926,198.86949
411,-38.372524,317.16528
412,31.59346,31.209454
413,19.069489,23.731152
414,-117.34293,233.61835
415,-0.88274515,359.26355
416,123.28042,129.46791
417,-58.388584,302.56448
418,113.65019,129.14655
419,1.2047213,358.8311
420,-128.60628,215.07652
421,23.983381,20.352995
422,12.753726,14.674369
423,-72.91709,282.69586
424,-151.4631,185.88058
425,21.258404,21.831861
426,-29.584272,327.58127
427,-144.17827,211.91588
428,-27.86959,327.5189
429,-37.989243,319.76288
430,100.56373,95.970955
431,-72.65176,285.65906
432,77.40202,75.546646
433,117.620926,118.164024
434,171.87453,167.41957
435,-102.9253,252.56116
436,-129.0308,223.32362
437,-179.61374,164.70592
438,37.557533,42.300465
439,166.53099,176.10692
440,79.490524,83.68924
441,2.7954834,3.0204377
442,-66.99864,288.41013
443,124.93029,129.3998
444,-29.781605,333.23807
445,96.25315,116.03037
446,-10.651236,345.95166
447,-123.86327,248.77097
448,-184.28445,163.86812
449,-178.86646,164.29247
450,-80.61022,277.44894
451,117.63241,103.89648
452,-37.41784,319.4413
453,139.50267,130.15958
454,-102.12797,258.37622
455,65.45448,68.23651
456,50.0012,52.464973
457,-155.04643,185.28107
458,91.40416,88.872055
459,-48.666584,309.51862
460,-191.72455,157.06644
461,-126.738144,220.96208
462,-159.5598,173.94952
463,94.90724,99.08698
464,-128.31235,221.6916
465,153.12288,152.21861
466,-74.05444,281.71747
467,-52.486656,305.57846
468,-174.7699,168.26093
469,-81.28994,275.59897
470,67.43223,70.56325
471,120.96899,122.06708
472,2.983693,138.22643
473,13.041848,11.406645
474,100.27106,108.80496
475,21.01689,20.772152
476,-101.38484,256.04517
477,88.5314,100.40996
478,-137.66515,200.62741
479,-87.81896,272.1832
480,5.6315746,7.667478
481,-11.868073,342.03427
482,150.84253,149.8294
483,-9.130137,348.0246
484,-118.05109,237.1278
485,-1.6012342,358.54706
486,-36.159058,317.15466
487,-5.0512924,0.1802509
488,148.87373,141.58195
489,-108.676895,245.27917
490,-78.97439,276.67035
491,-64.94076,293.39792
492,-47.37596,312.3531
493,92.57388,111.86039
494,-144.33319,206.69879
495,-43.89275,313.98492
496,59.54626,75.180664
497,32.45699,34.674206
498,54.13285,55.527016
499,104.14362,107.473145
500,57.15786,59.145718
501,102.31382,110.57844
502,75.40635,71.11802
503,115.71407,132.52003
504,56.631958,53.645218
505,92.19405,97.27681
506,52.7628,55.539406
507,-9.838471,350.79108
508,-54.211452,303.1745
509,41.723038,38.314335
510,-137.60155,205.56714
511,119.94134,133.75862
512,141.41432,143.08672
513,145.9911,149.18266
514,-88.58983,271.4253
515,14.698631,16.976604
516,161.21846,190.09937
517,-177.995,172.53354
518,28.098337,23.876215
519,-97.46764,254.83817
520,145.26772,148.74867
521,-10.359565,348.32687
522,129.52408,132.02269
523,-64.27188,286.85278
524,-136.13123,212.21326
525,40.795776,44.606403
526,-45.826508,297.05978
527,-50.67717,305.64774
528,16.323835,16.499662
529,-159.2942,189.14268
530,-63.652378,283.3836
531,-52.196068,307.155
532,-55.866383,295.1848
533,-14.700456,342.79886
534,0.44327304,2.3789456
535,-194.1441,159.76115
536,-88.57682,271.22977
537,123.33987,126.56873
538,-75.50528,276.07492
539,73.25798,76.66228
540,-52.958027,306.6323
541,-70.29795,287.6043
542,18.496046,22.80956
543,-178.63326,163.95117
544,136.06642,141.97374
545,113.25631,117.222084
546,27.487265,29.460144
547,59.623707,57.46587
548,-78.51934,279.09024
549,-38.6237,312.60684
550,26.681545,28.23089
551,-42.706,309.28723
552,-91.53156,265.8571
553,129.60478,129.55046
554,-70.634254,284.24146
555,133.18712,141.00325
556,180.63605,225.1643
557,-40.53682,305.97
558,-90.515594,267.63797
559,-120.6958,238.42921
560,-98.922935,255.8274
561,91.44579,84.25439
562,-37.822662,320.76413
563,-85.393524,270.07578
564,-148.69884,208.95021
565,68.75041,70.615654
566,28.75626,32.692577
567,13.096943,14.86333
568,-6.1710095,348.9139
569,-39.15611,326.7752
570,-79.996185,282.61932
571,-122.144554,246.24834
572,-144.01508,204.83052
573,-15.151877,339.56494
574,-162.25229,191.22534
575,6.9567986,8.866026
576,155.28989,154.40842
577,-160.39603,186.99875
578,22.704775,21.993584
579,39.674217,39.56143
580,-14.615664,339.54697
581,155.85164,158.12633
582,-159.55843,192.0288
583,128.179,126.29914
584,103.81546,98.824486
585,138.44922,166.82675
586,85.981735,103.35211
587,-46.004665,307.80215
588,41.515656,42.138798
589,123.05419,121.752
590,-104.460464,252.85252
591,-54.451107,302.55585
592,-98.36784,259.29877
593,23.028595,23.976833
594,-49.65157,308.44162
595,32.583298,30.488577
596,109.67964,113.60534
597,-0.54730624,359.3025
598,-159.94142,186.90993
599,9.020523,12.821362
600,54.714645,57.0047
