Pred_inc,Pred_PA,Real_inc,Real_PA
28.45644,81.124504,-57.4,111.50654
18.917274,-118.66342,6.6,245.52612
-58.272533,10.402338,-65.8,24.002613
3.756144,-101.39726,-6.0,247.1561
27.49205,129.19681,72.3,127.146996
-36.765728,97.12362,-76.5,125.11673
34.27547,-91.14719,63.8,255.99611
5.364164,-48.434036,-20.1,313.72794
1.1275154,-109.03124,-18.7,247.08458
-33.871433,7.786884,-65.8,22.725441
-59.34132,116.40816,83.3,121.79583
-23.178976,135.47684,-20.5,157.0052
-55.23887,-135.94128,64.4,188.08206
29.890604,-137.42386,-42.4,227.81812
-12.4195175,17.11397,-37.7,20.321165
-50.384033,88.87906,-54.8,103.45538
27.47893,32.566223,-32.9,35.89297
-22.768467,-79.855095,-58.1,281.25208
1.0900468,-120.99741,16.2,224.75317
56.95085,24.129814,69.9,5.662112
32.313072,-69.917145,-53.4,291.2727
1.0342422,158.62878,-43.7,184.87071
1.0864384,138.52237,-2.2,156.54434
1.0984793,-143.44838,11.2,214.6972
-47.47494,116.648964,-62.3,141.9319
1.0322702,-158.64082,-18.6,185.78917
37.83228,-106.74766,72.7,241.41473
1.1688943,-89.94918,6.1,272.55835
1.1127387,96.23435,-26.6,105.921326
25.19317,28.849056,51.0,19.172771
25.45864,-19.115438,-16.8,345.64023
-39.54454,81.52124,-72.3,89.53197
-80.442406,50.079548,-87.7,99.54455
-17.251873,-84.46033,10.3,271.22977
62.0617,57.483727,67.5,68.49562
45.858654,-19.33541,24.0,327.1867
75.4258,-212.36096,88.0,55.992386
-67.40315,126.69698,52.6,106.74691
-71.05358,-146.09857,-68.5,236.98152
6.087362,162.24387,-38.4,189.5725
-60.43101,-149.6554,-76.8,215.97691
2.0394769,-112.35195,26.1,241.29083
74.23178,38.56804,-89.4,41.912525
0.897218,-83.521736,14.2,282.43158
1.1266179,-111.51096,-1.5,231.55614
10.678908,-136.1971,85.4,186.87862
11.3049135,-97.002,-16.7,252.3417
0.98124933,-44.376064,-40.3,317.98798
67.007195,-139.71962,-85.3,191.4104
1.0508803,-87.40066,0.4,266.0344
21.772173,21.718634,-83.9,109.53337
59.404903,35.06174,57.8,28.004559
7.8999033,-33.177547,32.5,322.52167
1.0649778,139.54301,45.9,141.5649
50.746502,38.03084,42.4,40.11559
67.91903,-99.85424,67.7,256.6038
26.391405,171.92345,-40.6,183.58745
41.580753,-123.10828,70.9,231.60825
-19.227064,-16.08807,-48.6,346.3679
-16.181461,-160.80083,80.7,148.15874
31.012695,89.80394,-86.4,105.58132
1.4034624,93.516396,1.1,111.82049
73.78007,29.201414,85.7,40.982594
-64.686485,58.108944,49.7,45.56423
3.8300045,128.57971,27.0,129.55046
1.1129502,-93.3477,39.6,263.23975
0.9034182,127.91042,13.5,121.47702
1.0152189,79.596596,5.4,102.130196
10.444546,37.94481,86.6,176.75272
60.01523,-131.4983,65.6,239.13821
-42.53598,-80.00092,32.1,263.87454
1.3501885,115.88966,-9.4,143.08672
-25.891054,-137.29715,-35.2,227.09944
-33.674973,-21.768116,48.2,320.98962
-2.818843,-149.87782,76.4,209.20041
-47.082916,55.931923,52.6,50.955353
9.884216,-175.4811,24.5,189.23656
1.1405413,43.80223,1.7,46.867237
4.1489177,-125.98148,-25.7,219.87782
16.620499,51.64806,-16.5,57.96444
-43.078556,-95.69543,69.8,279.7658
31.524881,70.77932,40.7,75.790016
52.2105,-102.06526,-61.0,279.53766
74.25519,-164.84164,-72.2,209.2574
13.959823,-88.71273,66.1,276.24863
39.142002,143.0771,-40.3,173.64233
-6.8084035,67.96574,41.9,71.21967
1.0034239,136.37247,4.7,155.01811
10.111924,126.51001,-25.9,129.67825
-68.68194,-51.206184,-61.0,308.8271
48.37227,143.94148,-58.9,170.20653
59.970837,-104.879654,75.5,236.85791
67.337234,-52.235092,67.3,298.73505
23.57278,-17.49645,39.3,337.81372
-65.65491,107.32324,-70.2,107.8977
0.70995045,43.667713,-68.1,47.550266
52.872074,0.0058961213,-51.4,1.2445576
1.108531,128.24643,7.6,144.8849
-52.404346,34.177242,-18.9,38.314335
1.0917392,-39.929485,3.0,318.97598
12.989119,76.855255,37.6,70.73489
-10.04018,141.08717,-29.7,169.45584
50.680317,-40.333694,69.7,292.382
