               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.073538,            0.041346,            0.016853,           0.0020899,             0.16583,           0.0034274,          0.00068574,            0.051326,            0.028305,            0.013682,              0.0706,           0.0032667,           0.0032667
                   1,            0.052818,            0.022559,            0.014141,             0.25212,             0.35598,             0.35077,             0.12418,            0.044273,            0.013472,            0.012701,            0.040578,           0.0065782,           0.0065782
                   2,            0.050845,            0.015332,            0.013271,             0.18577,              0.6025,             0.29024,            0.071394,             0.05327,           0.0092284,             0.01199,            0.010534,           0.0098678,           0.0098678
                   3,            0.045654,            0.013488,            0.012409,             0.32803,             0.66748,             0.55297,             0.16615,            0.039907,            0.010038,            0.011188,            0.009901,            0.009901,            0.009901
                   4,            0.038856,            0.012585,            0.011737,             0.43411,             0.67273,             0.46479,             0.19985,            0.039113,            0.010185,           0.0091093,            0.009901,            0.009901,            0.009901
                   5,            0.036948,            0.012076,           0.0080287,             0.48898,             0.87417,             0.67463,             0.28868,            0.031828,           0.0097963,           0.0040743,            0.009868,            0.009868,            0.009868
                   6,            0.033372,            0.011495,           0.0044539,             0.60363,             0.87833,             0.78456,             0.31843,            0.030677,           0.0090187,           0.0026194,            0.009835,            0.009835,            0.009835
                   7,            0.031903,            0.010796,           0.0042905,             0.55914,                0.83,             0.65525,             0.30828,            0.035305,           0.0097088,           0.0023276,            0.009802,            0.009802,            0.009802
                   8,            0.030016,            0.010384,            0.002888,             0.98669,             0.95401,             0.96924,             0.63349,            0.030006,           0.0084124,           0.0016443,            0.009769,            0.009769,            0.009769
                   9,            0.028947,            0.010069,           0.0030969,             0.90891,             0.92007,             0.95858,             0.52158,            0.021674,           0.0079513,           0.0031636,            0.009736,            0.009736,            0.009736
                  10,            0.027839,              0.0099,           0.0023814,             0.99516,             0.96349,             0.97295,             0.67161,            0.027527,           0.0071472,           0.0012552,            0.009703,            0.009703,            0.009703
                  11,            0.027381,           0.0095281,           0.0019638,             0.94223,             0.95343,              0.9592,             0.65613,            0.024175,           0.0071706,            0.001236,             0.00967,             0.00967,             0.00967
                  12,            0.026611,           0.0093984,           0.0019823,              0.9952,             0.95568,             0.96012,             0.57632,            0.025239,            0.021123,           0.0013672,            0.009637,            0.009637,            0.009637
                  13,            0.025513,           0.0088225,           0.0022764,             0.97404,                0.94,             0.95053,             0.48254,            0.025505,           0.0079428,           0.0011263,            0.009604,            0.009604,            0.009604
                  14,            0.025716,           0.0086281,           0.0013354,             0.94111,             0.91304,             0.91238,             0.40451,            0.021782,            0.007824,           0.0011268,            0.009571,            0.009571,            0.009571
                  15,            0.024229,           0.0087526,           0.0016259,             0.95125,             0.92333,             0.91158,             0.39293,            0.024166,           0.0082384,           0.0012657,            0.009538,            0.009538,            0.009538
                  16,             0.02341,            0.008467,           0.0013605,             0.98875,              0.9575,             0.96768,             0.52141,            0.021398,           0.0071263,          0.00094065,            0.009505,            0.009505,            0.009505
                  17,            0.022706,            0.008053,           0.0013781,               0.984,             0.96106,             0.97343,             0.71323,            0.021174,           0.0064242,          0.00090828,            0.009472,            0.009472,            0.009472
                  18,            0.021638,           0.0080395,           0.0013424,             0.99775,             0.97167,             0.97618,             0.67182,            0.017551,           0.0065583,            0.001016,            0.009439,            0.009439,            0.009439
                  19,            0.023238,           0.0076792,           0.0010644,             0.99556,              0.9683,             0.97425,             0.66873,             0.02004,           0.0066122,           0.0010439,            0.009406,            0.009406,            0.009406
                  20,            0.021683,           0.0076803,           0.0011451,             0.99777,             0.97417,             0.97549,              0.6852,            0.015234,           0.0063492,           0.0011111,            0.009373,            0.009373,            0.009373
                  21,            0.020902,           0.0074099,           0.0012919,             0.96972,             0.94083,             0.94275,             0.42708,            0.023455,           0.0082329,           0.0010874,             0.00934,             0.00934,             0.00934
                  22,            0.020753,           0.0072518,          0.00097965,             0.97266,              0.9425,             0.94646,             0.44087,            0.026184,           0.0078191,           0.0011198,            0.009307,            0.009307,            0.009307
                  23,            0.020957,           0.0073488,           0.0010538,             0.97789,             0.95014,             0.95055,             0.51231,            0.021048,           0.0080048,           0.0011342,            0.009274,            0.009274,            0.009274
                  24,            0.020094,           0.0072033,           0.0009663,             0.99334,             0.96565,             0.97126,             0.65398,            0.019104,           0.0065513,          0.00079438,            0.009241,            0.009241,            0.009241
                  25,            0.021281,           0.0068824,          0.00095607,             0.99104,             0.96333,             0.97112,             0.60137,            0.019159,            0.007676,          0.00098844,            0.009208,            0.009208,            0.009208
                  26,            0.020171,           0.0071528,          0.00087077,             0.98522,             0.95903,             0.96657,             0.57676,            0.018323,           0.0070668,          0.00092809,            0.009175,            0.009175,            0.009175
                  27,             0.01986,              0.0071,          0.00093426,             0.98747,             0.96083,             0.96741,             0.60175,             0.01891,           0.0071521,          0.00079945,            0.009142,            0.009142,            0.009142
                  28,            0.020111,           0.0067482,           0.0008444,              0.9885,              0.9625,             0.96561,             0.58714,            0.018383,           0.0073429,          0.00095749,            0.009109,            0.009109,            0.009109
                  29,            0.019328,           0.0066198,          0.00081387,             0.99311,             0.96667,             0.97372,             0.57095,            0.020184,           0.0079088,          0.00076724,            0.009076,            0.009076,            0.009076
                  30,            0.018288,           0.0068563,           0.0008403,             0.98728,             0.95975,              0.9691,             0.54212,             0.02006,           0.0080598,           0.0010115,            0.009043,            0.009043,            0.009043
                  31,            0.019134,           0.0068059,          0.00079413,             0.99329,              0.9675,             0.97244,             0.63199,            0.019835,           0.0067587,          0.00079299,             0.00901,             0.00901,             0.00901
                  32,             0.01836,           0.0067254,          0.00074637,             0.99214,              0.9687,             0.97328,             0.64524,            0.018395,           0.0067953,          0.00085626,            0.008977,            0.008977,            0.008977
                  33,             0.01827,           0.0064965,          0.00077003,             0.98813,             0.96232,             0.96881,             0.59828,            0.019194,           0.0077508,           0.0013981,            0.008944,            0.008944,            0.008944
                  34,            0.017132,           0.0064282,          0.00072231,             0.99273,             0.96833,             0.97525,             0.64948,            0.018987,           0.0075464,          0.00096013,            0.008911,            0.008911,            0.008911
                  35,            0.018354,           0.0063235,          0.00080645,             0.99075,              0.9675,             0.97318,             0.60493,            0.019001,           0.0079949,           0.0010671,            0.008878,            0.008878,            0.008878
                  36,            0.017284,           0.0066313,           0.0007885,              0.9922,             0.96978,             0.97403,             0.65591,            0.016825,           0.0070013,          0.00082335,            0.008845,            0.008845,            0.008845
                  37,            0.016667,           0.0063912,          0.00078975,             0.99165,                0.96,             0.96834,             0.58027,            0.019268,           0.0077265,          0.00077417,            0.008812,            0.008812,            0.008812
                  38,            0.017422,           0.0064025,          0.00083616,             0.98574,             0.95841,             0.96321,             0.54535,            0.022455,           0.0085027,           0.0010296,            0.008779,            0.008779,            0.008779
                  39,            0.016885,           0.0063622,           0.0015442,              0.9799,             0.94333,             0.96021,             0.52219,            0.019815,           0.0088871,           0.0021616,            0.008746,            0.008746,            0.008746
                  40,             0.01755,           0.0062786,          0.00076359,             0.98551,             0.95702,             0.96429,             0.54506,            0.019195,           0.0088696,           0.0017561,            0.008713,            0.008713,            0.008713
                  41,            0.018249,           0.0067395,           0.0007147,              0.9851,               0.955,             0.97062,             0.55354,            0.020627,           0.0086527,           0.0028654,             0.00868,             0.00868,             0.00868
                  42,            0.017088,           0.0064793,          0.00078012,             0.99301,              0.9675,             0.97867,              0.6471,            0.016527,           0.0078585,          0.00074528,            0.008647,            0.008647,            0.008647
                  43,            0.016607,            0.006463,           0.0010541,             0.99906,              0.9722,             0.98101,             0.74483,            0.012614,           0.0061841,          0.00061828,            0.008614,            0.008614,            0.008614
                  44,            0.014892,           0.0060405,          0.00071887,             0.99546,             0.97463,             0.97964,             0.75774,            0.014077,           0.0065111,          0.00066885,            0.008581,            0.008581,            0.008581
                  45,            0.016067,           0.0060876,          0.00069978,             0.99516,             0.97413,             0.97816,             0.77868,            0.012453,           0.0067224,          0.00082817,            0.008548,            0.008548,            0.008548
                  46,            0.015773,           0.0060891,          0.00084649,             0.98794,             0.96434,             0.96837,             0.58711,            0.020696,           0.0089146,           0.0013248,            0.008515,            0.008515,            0.008515
                  47,            0.016101,           0.0062957,          0.00086197,             0.98919,             0.96583,             0.97239,             0.60717,            0.017071,           0.0085407,          0.00079727,            0.008482,            0.008482,            0.008482
                  48,            0.015638,           0.0062002,           0.0005882,             0.99634,             0.96917,             0.97908,             0.67617,            0.015929,           0.0061291,          0.00046512,            0.008449,            0.008449,            0.008449
                  49,            0.016331,           0.0060101,          0.00059667,               0.995,                0.97,             0.97926,             0.69732,            0.014261,           0.0064683,          0.00059659,            0.008416,            0.008416,            0.008416
                  50,            0.015538,           0.0059282,          0.00057732,             0.99825,             0.97333,             0.97994,             0.75125,            0.013759,           0.0061025,          0.00056956,            0.008383,            0.008383,            0.008383
                  51,            0.015988,           0.0060178,           0.0006041,             0.99494,             0.96803,              0.9793,              0.6954,            0.014961,           0.0070283,          0.00066771,             0.00835,             0.00835,             0.00835
                  52,            0.014143,           0.0057012,            0.000642,              0.9925,                0.96,             0.97285,             0.64855,            0.017138,           0.0077841,           0.0010735,            0.008317,            0.008317,            0.008317
                  53,            0.014759,           0.0057047,          0.00057536,             0.98788,             0.96364,             0.96884,             0.60834,            0.018555,           0.0089038,           0.0014559,            0.008284,            0.008284,            0.008284
                  54,            0.014262,           0.0057576,          0.00058337,             0.98546,             0.95833,             0.96472,             0.57217,            0.020262,           0.0086143,           0.0021037,            0.008251,            0.008251,            0.008251
                  55,            0.014688,           0.0058522,          0.00055722,             0.99102,                0.96,             0.96977,             0.54203,            0.020197,           0.0086408,           0.0016949,            0.008218,            0.008218,            0.008218
                  56,            0.014713,           0.0056625,          0.00048781,             0.98515,             0.95968,             0.96857,             0.53414,            0.021882,           0.0098866,            0.002696,            0.008185,            0.008185,            0.008185
                  57,             0.01386,           0.0059424,          0.00052333,             0.98539,             0.96167,              0.9703,             0.60396,            0.023841,           0.0091759,           0.0042458,            0.008152,            0.008152,            0.008152
                  58,            0.014857,           0.0056641,          0.00051292,             0.98787,             0.96134,             0.96718,             0.53862,            0.022075,           0.0095407,           0.0019654,            0.008119,            0.008119,            0.008119
                  59,            0.014443,           0.0058304,          0.00052677,              0.9941,             0.96667,             0.97205,             0.66999,            0.015791,           0.0075342,           0.0017863,            0.008086,            0.008086,            0.008086
                  60,            0.013997,           0.0058023,          0.00052433,              0.9947,             0.96813,             0.97274,             0.63477,            0.016312,           0.0077087,          0.00086659,            0.008053,            0.008053,            0.008053
                  61,            0.013961,           0.0054825,          0.00040663,             0.98943,             0.96424,             0.96684,             0.58808,            0.018052,           0.0086496,           0.0012787,             0.00802,             0.00802,             0.00802
                  62,            0.013285,           0.0055297,          0.00049088,             0.99772,             0.97028,             0.97559,             0.71853,            0.014112,           0.0065126,          0.00083141,            0.007987,            0.007987,            0.007987
                  63,            0.014257,           0.0056814,          0.00045921,             0.99416,             0.96642,             0.97259,             0.67593,            0.014838,           0.0077539,           0.0015215,            0.007954,            0.007954,            0.007954
                  64,            0.012925,           0.0054107,           0.0004478,             0.99495,             0.96758,             0.97671,             0.70144,            0.014076,           0.0076099,           0.0016184,            0.007921,            0.007921,            0.007921
                  65,            0.014068,           0.0055615,          0.00050838,             0.99421,             0.96667,             0.97406,             0.68741,            0.013841,           0.0070595,           0.0013181,            0.007888,            0.007888,            0.007888
                  66,            0.013061,           0.0055206,          0.00051064,             0.99873,              0.9747,              0.9794,             0.80067,            0.010788,           0.0052383,          0.00048865,            0.007855,            0.007855,            0.007855
                  67,            0.013761,           0.0056747,          0.00052793,             0.99752,             0.97057,             0.97444,             0.68648,            0.016483,           0.0077257,           0.0010291,            0.007822,            0.007822,            0.007822
                  68,            0.012617,           0.0052111,          0.00052647,             0.99473,              0.9675,             0.97252,             0.66372,            0.017164,           0.0074065,           0.0011483,            0.007789,            0.007789,            0.007789
                  69,            0.013002,           0.0052817,          0.00047211,             0.99673,             0.96887,              0.9722,              0.6577,            0.017419,           0.0080552,          0.00082422,            0.007756,            0.007756,            0.007756
                  70,            0.013385,           0.0052744,          0.00050669,             0.99576,             0.96833,             0.96929,             0.64189,            0.015535,           0.0082167,           0.0009606,            0.007723,            0.007723,            0.007723
                  71,            0.013337,           0.0054648,          0.00051537,             0.99439,             0.97083,             0.97303,              0.6459,            0.021471,           0.0068527,          0.00088299,             0.00769,             0.00769,             0.00769
                  72,            0.013756,           0.0053774,          0.00043849,             0.99556,                0.97,             0.97079,             0.64077,            0.017196,           0.0080582,          0.00094847,            0.007657,            0.007657,            0.007657
                  73,            0.013821,           0.0057889,          0.00050889,             0.99676,             0.97167,             0.97395,              0.6469,            0.015649,           0.0075228,          0.00064889,            0.007624,            0.007624,            0.007624
                  74,            0.013129,           0.0053662,          0.00045524,             0.99609,             0.97083,             0.97376,             0.68408,            0.014943,           0.0079858,          0.00071445,            0.007591,            0.007591,            0.007591
                  75,            0.013111,           0.0055428,           0.0004609,             0.99448,             0.96917,             0.97191,             0.61633,            0.016914,           0.0086555,           0.0012802,            0.007558,            0.007558,            0.007558
                  76,            0.012471,           0.0053885,          0.00045493,             0.98805,             0.96526,             0.96638,             0.63121,            0.017319,           0.0086227,           0.0022972,            0.007525,            0.007525,            0.007525
                  77,            0.012796,           0.0054257,          0.00038902,             0.99338,             0.96759,             0.97487,             0.70467,            0.015183,           0.0079007,           0.0014769,            0.007492,            0.007492,            0.007492
                  78,            0.012455,            0.005089,          0.00038086,             0.99591,             0.96417,             0.97375,             0.68215,            0.014571,           0.0076406,           0.0010462,            0.007459,            0.007459,            0.007459
                  79,             0.01207,           0.0052867,          0.00041252,             0.99061,             0.96545,             0.97136,             0.63517,            0.016439,           0.0077351,           0.0013594,            0.007426,            0.007426,            0.007426
                  80,            0.013258,           0.0054078,          0.00037176,             0.99511,             0.97083,             0.97666,             0.66774,            0.014458,           0.0077637,          0.00071554,            0.007393,            0.007393,            0.007393
                  81,            0.012697,           0.0052825,          0.00043383,              0.9936,             0.96583,               0.971,             0.61812,            0.016728,           0.0082467,           0.0014332,             0.00736,             0.00736,             0.00736
                  82,            0.012052,            0.005146,          0.00039196,             0.99581,             0.96833,              0.9754,             0.63556,            0.016692,           0.0078101,           0.0012933,            0.007327,            0.007327,            0.007327
                  83,            0.011547,           0.0051308,          0.00039984,              0.9949,             0.96667,             0.97289,             0.65154,            0.015589,           0.0076737,           0.0011457,            0.007294,            0.007294,            0.007294
                  84,             0.01287,           0.0051259,          0.00038838,             0.98831,              0.9625,             0.96742,             0.66234,             0.01546,           0.0084124,           0.0014797,            0.007261,            0.007261,            0.007261
                  85,            0.012379,           0.0053207,          0.00039871,             0.99527,             0.96804,             0.97421,             0.68384,            0.014212,           0.0075729,           0.0018005,            0.007228,            0.007228,            0.007228
                  86,            0.012499,           0.0051186,          0.00043661,             0.99704,             0.97026,             0.97775,             0.73259,            0.011688,           0.0073059,          0.00065883,            0.007195,            0.007195,            0.007195
                  87,            0.012794,           0.0052361,          0.00041513,             0.99511,             0.96917,             0.97327,             0.67636,            0.014735,           0.0081627,           0.0013307,            0.007162,            0.007162,            0.007162
                  88,             0.01218,           0.0052446,          0.00038237,             0.99559,             0.96954,             0.97417,              0.6798,             0.01557,           0.0076644,           0.0010036,            0.007129,            0.007129,            0.007129
                  89,            0.011411,           0.0051313,          0.00036728,             0.99696,             0.96589,             0.97139,              0.6811,            0.014198,           0.0074744,           0.0011242,            0.007096,            0.007096,            0.007096
                  90,            0.012201,           0.0052141,          0.00043365,             0.98956,              0.9625,             0.97113,             0.63924,            0.016774,            0.007783,           0.0014712,            0.007063,            0.007063,            0.007063
                  91,             0.01202,           0.0051516,          0.00042731,             0.99562,             0.96667,             0.96896,             0.64229,            0.017459,           0.0080453,           0.0010955,             0.00703,             0.00703,             0.00703
                  92,            0.012288,           0.0052515,          0.00035503,             0.99274,             0.96583,             0.96809,              0.6397,            0.018649,           0.0076637,           0.0013113,            0.006997,            0.006997,            0.006997
