               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10628,            0.074741,                   0,            0.018612,                 0.2,           0.0095146,           0.0019241,            0.062627,            0.022113,                   0,            0.070075,            0.003325,            0.003325
                   1,            0.078187,            0.054985,                   0,            0.024824,                0.19,            0.014927,           0.0061536,            0.050875,            0.022926,                   0,            0.039855,           0.0064386,           0.0064386
                   2,            0.072829,              0.0549,                   0,            0.034968,             0.19585,            0.016088,           0.0036244,            0.056274,            0.030808,                   0,           0.0094155,           0.0093322,           0.0093322
                   3,            0.068653,            0.050943,                   0,            0.023265,                0.16,            0.010576,           0.0027094,            0.055349,            0.018448,                   0,             0.00901,             0.00901,             0.00901
                   4,            0.055292,            0.052002,                   0,             0.03806,               0.255,            0.025365,            0.013891,            0.039267,            0.025082,                   0,             0.00901,             0.00901,             0.00901
                   5,            0.049214,             0.04657,                   0,             0.04489,               0.405,            0.032598,            0.011528,            0.034769,            0.038272,                   0,             0.00868,             0.00868,             0.00868
                   6,            0.043583,            0.044733,                   0,            0.043429,               0.515,            0.038707,            0.018213,            0.030828,            0.045745,                   0,             0.00835,             0.00835,             0.00835
                   7,            0.039454,             0.04385,                   0,            0.046529,               0.765,            0.044131,            0.026595,            0.026286,            0.042244,                   0,             0.00802,             0.00802,             0.00802
                   8,            0.038591,            0.041548,                   0,            0.047939,               0.775,            0.045352,            0.028619,             0.02457,            0.043405,                   0,             0.00769,             0.00769,             0.00769
                   9,            0.035081,            0.041057,                   0,            0.049762,               0.805,            0.051522,            0.032743,            0.023058,            0.048095,                   0,             0.00736,             0.00736,             0.00736
                  10,            0.033231,            0.039021,                   0,            0.051055,                 0.9,            0.049358,            0.028571,            0.020172,            0.049879,                   0,             0.00703,             0.00703,             0.00703
                  11,            0.030993,            0.037317,                   0,            0.049401,                0.82,             0.04793,            0.033098,            0.021844,            0.050864,                   0,              0.0067,              0.0067,              0.0067
                  12,            0.029997,            0.037419,                   0,            0.052056,               0.915,            0.050565,            0.034306,            0.020778,            0.056004,                   0,             0.00637,             0.00637,             0.00637
                  13,             0.02805,            0.035969,                   0,            0.051104,                0.88,            0.052236,            0.032163,              0.0205,            0.059204,                   0,             0.00604,             0.00604,             0.00604
                  14,            0.027312,             0.03516,                   0,            0.052316,               0.925,            0.051438,            0.031496,            0.018974,            0.063114,                   0,             0.00571,             0.00571,             0.00571
                  15,            0.025104,            0.034135,                   0,            0.052512,                0.93,            0.051598,            0.035774,            0.016084,            0.063083,                   0,             0.00538,             0.00538,             0.00538
                  16,            0.025104,            0.034017,                   0,            0.052708,               0.945,            0.051422,            0.036271,            0.014933,            0.066003,                   0,             0.00505,             0.00505,             0.00505
                  17,            0.023317,            0.033244,                   0,             0.05252,               0.945,            0.051656,            0.034114,            0.017246,            0.067811,                   0,             0.00472,             0.00472,             0.00472
                  18,            0.023177,            0.033137,                   0,            0.052171,                0.92,            0.051364,            0.035091,            0.014829,            0.068552,                   0,             0.00439,             0.00439,             0.00439
                  19,            0.021585,            0.032191,                   0,             0.05205,                0.92,            0.051242,            0.036667,            0.014504,            0.067462,                   0,             0.00406,             0.00406,             0.00406
                  20,            0.020844,             0.03176,                   0,            0.052215,                0.92,            0.051558,            0.036762,            0.014239,              0.0692,                   0,             0.00373,             0.00373,             0.00373
                  21,            0.019931,            0.031358,                   0,            0.051405,                0.88,            0.050292,            0.035374,            0.014882,            0.072212,                   0,              0.0034,              0.0034,              0.0034
                  22,            0.019015,            0.030953,                   0,             0.05127,               0.875,            0.050287,            0.034831,            0.014395,            0.072729,                   0,             0.00307,             0.00307,             0.00307
                  23,            0.017512,             0.03088,                   0,            0.051121,               0.865,            0.049861,            0.034627,            0.014303,            0.075051,                   0,             0.00274,             0.00274,             0.00274
                  24,            0.016953,            0.029228,                   0,            0.052811,               0.945,            0.052281,            0.037247,            0.012756,            0.081205,                   0,             0.00241,             0.00241,             0.00241
                  25,            0.016765,            0.029468,                   0,            0.052473,               0.925,            0.051743,             0.03578,            0.013998,            0.079249,                   0,             0.00208,             0.00208,             0.00208
                  26,            0.016002,              0.0288,                   0,            0.052076,                0.93,            0.050375,            0.034084,            0.013477,            0.082879,                   0,             0.00175,             0.00175,             0.00175
                  27,            0.015211,            0.028684,                   0,            0.052636,               0.935,            0.051643,            0.036371,            0.013202,            0.081869,                   0,             0.00142,             0.00142,             0.00142
                  28,            0.014675,            0.028848,                   0,            0.053012,               0.935,            0.051942,            0.036666,            0.013263,            0.082613,                   0,             0.00109,             0.00109,             0.00109
                  29,            0.014019,            0.027692,                   0,            0.053161,                0.95,            0.052256,            0.036644,            0.012306,            0.084822,                   0,             0.00076,             0.00076,             0.00076
