               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10628,            0.074741,                   0,             0.24705,                0.43,             0.21315,            0.044786,            0.083309,            0.043277,                   0,            0.070075,            0.003325,            0.003325
                   1,            0.078187,            0.054985,                   0,             0.51676,             0.50557,             0.47791,             0.19189,            0.064658,            0.045765,                   0,            0.039855,           0.0064386,           0.0064386
                   2,            0.072829,              0.0549,                   0,             0.66683,             0.38529,             0.44309,             0.10453,            0.075891,             0.04719,                   0,           0.0094155,           0.0093322,           0.0093322
                   3,            0.068653,            0.050943,                   0,             0.44678,              0.3208,             0.34714,             0.09995,            0.068563,            0.045172,                   0,             0.00901,             0.00901,             0.00901
                   4,            0.055292,            0.052002,                   0,             0.56849,               0.625,             0.67169,             0.38493,            0.049467,            0.049869,                   0,             0.00901,             0.00901,             0.00901
                   5,            0.049214,             0.04657,                   0,             0.73525,             0.75137,             0.80755,             0.27051,            0.047786,            0.043003,                   0,             0.00868,             0.00868,             0.00868
                   6,            0.043583,            0.044733,                   0,             0.91433,             0.84167,             0.92726,             0.44885,            0.039449,            0.037189,                   0,             0.00835,             0.00835,             0.00835
                   7,            0.039454,             0.04385,                   0,             0.92924,             0.87546,             0.94909,             0.62336,            0.035343,            0.037623,                   0,             0.00802,             0.00802,             0.00802
                   8,            0.038591,            0.041548,                   0,             0.93166,             0.90222,              0.9642,             0.65665,            0.034059,            0.035451,                   0,             0.00769,             0.00769,             0.00769
                   9,            0.035081,            0.041057,                   0,             0.97646,             0.88732,             0.97149,             0.63467,            0.033651,             0.03406,                   0,             0.00736,             0.00736,             0.00736
                  10,            0.033231,            0.039021,                   0,             0.96465,             0.91714,             0.97601,             0.60881,            0.030553,            0.032775,                   0,             0.00703,             0.00703,             0.00703
                  11,            0.030993,            0.037317,                   0,              0.9496,             0.91889,             0.97566,             0.73457,            0.026033,            0.032325,                   0,              0.0067,              0.0067,              0.0067
                  12,            0.029997,            0.037419,                   0,              0.9657,             0.94625,             0.98495,             0.74856,            0.024928,            0.030086,                   0,             0.00637,             0.00637,             0.00637
                  13,             0.02805,            0.035969,                   0,             0.97628,             0.93769,             0.98603,             0.65686,              0.0287,             0.03078,                   0,             0.00604,             0.00604,             0.00604
                  14,            0.027312,             0.03516,                   0,             0.97978,             0.95549,             0.99143,               0.671,            0.026512,            0.029583,                   0,             0.00571,             0.00571,             0.00571
                  15,            0.025104,            0.034135,                   0,             0.98406,             0.96278,             0.99284,             0.78081,            0.020179,             0.02681,                   0,             0.00538,             0.00538,             0.00538
                  16,            0.025104,            0.034017,                   0,             0.98668,             0.97611,             0.99415,             0.78347,            0.017709,            0.025362,                   0,             0.00505,             0.00505,             0.00505
                  17,            0.023317,            0.033244,                   0,             0.98273,             0.96611,              0.9927,             0.70115,            0.026353,            0.028694,                   0,             0.00472,             0.00472,             0.00472
                  18,            0.023177,            0.033137,                   0,             0.98634,             0.96267,             0.99259,             0.72831,            0.023553,            0.027257,                   0,             0.00439,             0.00439,             0.00439
                  19,            0.021585,            0.032191,                   0,             0.97803,             0.95196,             0.99017,             0.78722,            0.016446,            0.025198,                   0,             0.00406,             0.00406,             0.00406
                  20,            0.020844,             0.03176,                   0,             0.97925,             0.95687,             0.99146,             0.79233,             0.01642,            0.025153,                   0,             0.00373,             0.00373,             0.00373
                  21,            0.019931,            0.031358,                   0,             0.96917,             0.95188,             0.98929,             0.74652,            0.019698,            0.026793,                   0,              0.0034,              0.0034,              0.0034
                  22,            0.019015,            0.030953,                   0,                0.97,              0.9575,             0.99029,             0.74922,            0.018139,            0.026555,                   0,             0.00307,             0.00307,             0.00307
                  23,            0.017512,             0.03088,                   0,             0.97198,             0.95382,             0.99027,             0.74768,            0.017304,            0.025671,                   0,             0.00274,             0.00274,             0.00274
                  24,            0.016953,            0.029228,                   0,              0.9782,             0.96778,             0.99298,             0.79306,            0.015875,            0.023772,                   0,             0.00241,             0.00241,             0.00241
                  25,            0.016765,            0.029468,                   0,             0.98186,             0.96111,              0.9925,             0.75653,            0.017331,            0.025711,                   0,             0.00208,             0.00208,             0.00208
                  26,            0.016002,              0.0288,                   0,              0.9844,             0.96556,             0.99304,             0.75053,            0.015971,            0.024719,                   0,             0.00175,             0.00175,             0.00175
                  27,            0.015211,            0.028684,                   0,               0.983,             0.96377,             0.99271,              0.7675,            0.016736,            0.024387,                   0,             0.00142,             0.00142,             0.00142
                  28,            0.014675,            0.028848,                   0,             0.98652,             0.96361,               0.993,             0.77501,            0.014814,            0.024137,                   0,             0.00109,             0.00109,             0.00109
                  29,            0.014019,            0.027692,                   0,             0.98613,             0.96139,             0.99297,             0.78488,            0.014209,            0.023464,                   0,             0.00076,             0.00076,             0.00076
