               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.074294,            0.049761,            0.012954,             0.71403,               0.267,             0.21972,            0.061707,            0.062066,            0.022489,           0.0082547,              0.0703,              0.0033,              0.0033
                   1,            0.058592,            0.032076,           0.0086366,             0.61082,             0.37175,             0.11765,            0.034566,            0.053668,            0.026966,           0.0079991,            0.040278,           0.0066114,           0.0066114
                   2,            0.056356,             0.02954,           0.0082795,             0.60857,              0.3905,             0.12923,            0.026909,            0.055714,            0.022778,           0.0076371,            0.010234,           0.0099009,           0.0099009
                   3,            0.049284,            0.030554,           0.0080801,              0.9042,             0.38501,             0.42518,             0.16499,            0.042534,            0.022772,           0.0075066,            0.009901,            0.009901,            0.009901
                   4,            0.043499,            0.028997,           0.0083459,             0.87412,              0.4335,             0.47988,             0.25211,            0.037068,            0.022032,            0.007357,            0.009901,            0.009901,            0.009901
                   5,            0.036404,            0.026412,            0.007753,             0.80212,               0.446,             0.48734,              0.2579,            0.036657,            0.022883,           0.0072253,            0.009868,            0.009868,            0.009868
                   6,            0.034586,            0.024037,           0.0073701,             0.43464,             0.86425,              0.5607,             0.30861,            0.026903,            0.019379,           0.0072262,            0.009835,            0.009835,            0.009835
                   7,            0.031232,            0.023308,           0.0076491,             0.44174,                0.77,             0.54531,             0.24999,            0.030928,            0.019187,           0.0071705,            0.009802,            0.009802,            0.009802
                   8,            0.030697,            0.022392,           0.0072845,              0.4179,             0.95975,             0.61719,             0.38839,              0.0237,            0.019288,           0.0070645,            0.009769,            0.009769,            0.009769
                   9,            0.028409,            0.021762,           0.0074928,             0.43743,             0.96425,             0.64763,             0.35181,            0.025771,            0.019374,           0.0070305,            0.009736,            0.009736,            0.009736
                  10,            0.028102,            0.021147,           0.0074616,             0.47181,               0.848,             0.61418,             0.29462,            0.023163,            0.018024,           0.0070226,            0.009703,            0.009703,            0.009703
                  11,            0.026861,            0.021196,           0.0074344,             0.47941,               0.873,             0.59757,             0.32368,            0.021911,            0.017125,           0.0069891,             0.00967,             0.00967,             0.00967
                  12,            0.026831,            0.020583,           0.0070258,             0.44272,              0.9155,             0.63664,             0.37134,            0.024982,            0.016431,           0.0069433,            0.009637,            0.009637,            0.009637
                  13,            0.025273,            0.019475,           0.0069955,             0.46776,             0.90775,             0.66343,             0.41044,            0.022118,            0.016452,           0.0069175,            0.009604,            0.009604,            0.009604
                  14,            0.024416,            0.019785,           0.0068872,             0.48498,               0.893,             0.64685,             0.34696,            0.023762,            0.017706,           0.0069164,            0.009571,            0.009571,            0.009571
                  15,            0.024177,            0.020028,           0.0071473,             0.48853,             0.92025,             0.66014,             0.41814,            0.019095,            0.016711,           0.0068008,            0.009538,            0.009538,            0.009538
                  16,             0.02386,            0.019798,           0.0072016,             0.48712,               0.898,             0.65565,             0.38118,            0.020323,            0.017388,           0.0068913,            0.009505,            0.009505,            0.009505
                  17,            0.023057,             0.01955,           0.0069628,             0.49447,             0.92325,             0.66989,             0.42304,            0.019689,             0.01683,           0.0068289,            0.009472,            0.009472,            0.009472
