               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.075684,            0.052243,             0.01312,             0.13586,             0.31225,             0.12039,            0.031767,            0.061961,            0.029706,           0.0092756,              0.0706,           0.0032667,           0.0032667
                   1,            0.059762,             0.03236,           0.0079222,            0.078906,             0.26964,            0.056585,           0.0095373,            0.061726,            0.022464,           0.0084708,            0.040567,           0.0065673,           0.0065673
                   2,             0.05746,            0.029858,           0.0079318,            0.083419,               0.505,             0.09517,            0.015402,             0.05573,            0.027581,            0.008395,            0.010502,            0.009835,            0.009835
                   3,            0.050047,            0.030975,           0.0078388,             0.75365,             0.39375,             0.33659,             0.11909,            0.041185,               0.024,           0.0080967,           0.0098515,           0.0098515,           0.0098515
                   4,            0.041688,            0.028267,           0.0074322,             0.85262,               0.431,              0.5241,             0.13865,            0.041271,            0.023945,           0.0077471,           0.0098515,           0.0098515,           0.0098515
                   5,            0.036599,            0.026174,           0.0072878,             0.61262,             0.60075,             0.58549,             0.28557,            0.030945,            0.019657,            0.007734,            0.009802,            0.009802,            0.009802
                   6,            0.034466,            0.023889,           0.0072201,             0.49548,               0.541,             0.48082,             0.23882,            0.028023,            0.019222,           0.0075117,           0.0097525,           0.0097525,           0.0097525
                   7,            0.032014,            0.023393,           0.0067111,             0.54538,             0.76575,             0.64004,             0.28468,            0.036687,             0.02069,           0.0076002,            0.009703,            0.009703,            0.009703
                   8,            0.031042,            0.022031,            0.006991,             0.80816,               0.713,             0.79233,             0.37896,             0.02911,            0.021438,           0.0074594,           0.0096535,           0.0096535,           0.0096535
                   9,            0.029251,            0.021818,             0.00689,              0.7103,             0.65725,             0.65321,             0.37478,            0.024717,            0.017252,           0.0071104,            0.009604,            0.009604,            0.009604
                  10,            0.027702,            0.021496,           0.0064014,             0.71637,               0.645,              0.6554,             0.38222,            0.019329,            0.017551,           0.0069576,           0.0095545,           0.0095545,           0.0095545
