               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.073195,            0.041358,            0.016708,           0.0020777,                0.14,            0.003255,          0.00091687,            0.054381,            0.023458,             0.01555,              0.0706,           0.0032667,           0.0032667
                   1,            0.053724,            0.022168,            0.013904,             0.24139,              0.4625,             0.28971,            0.086543,             0.04482,            0.014599,            0.014488,            0.040578,           0.0065782,           0.0065782
                   2,            0.051429,            0.014838,            0.013458,             0.21544,             0.47436,             0.20991,            0.033298,            0.057299,            0.010526,            0.013883,            0.010534,           0.0098678,           0.0098678
                   3,            0.046508,            0.013106,             0.01295,             0.40939,             0.67083,             0.47304,             0.16995,            0.041529,            0.010007,            0.012628,            0.009901,            0.009901,            0.009901
                   4,            0.040106,            0.012553,            0.011695,             0.46333,             0.58167,             0.52696,             0.18647,            0.040172,           0.0099801,            0.010337,            0.009901,            0.009901,            0.009901
                   5,            0.036133,            0.011932,           0.0089575,             0.80677,             0.78753,             0.83317,             0.37703,            0.028744,           0.0093924,           0.0072577,            0.009868,            0.009868,            0.009868
                   6,            0.032603,            0.011273,           0.0062453,             0.58061,             0.89668,             0.80355,             0.39857,            0.033566,           0.0093886,           0.0035677,            0.009835,            0.009835,            0.009835
                   7,            0.032487,            0.010962,           0.0040777,             0.90285,             0.93032,             0.94468,             0.44469,            0.029415,           0.0084227,           0.0021576,            0.009802,            0.009802,            0.009802
                   8,            0.029964,            0.010276,            0.003776,             0.75456,             0.86772,             0.86371,             0.40435,            0.034221,           0.0087223,           0.0021737,            0.009769,            0.009769,            0.009769
                   9,            0.029753,            0.010206,           0.0029739,             0.81716,             0.91563,              0.9042,             0.50527,            0.025705,           0.0079911,           0.0017059,            0.009736,            0.009736,            0.009736
                  10,            0.027422,           0.0097893,           0.0022478,             0.99839,             0.96277,             0.97162,             0.58939,            0.024529,           0.0076744,           0.0016593,            0.009703,            0.009703,            0.009703
                  11,            0.026259,           0.0094227,           0.0019198,             0.96197,             0.91917,             0.94522,             0.50388,            0.023665,           0.0079778,           0.0013562,             0.00967,             0.00967,             0.00967
                  12,             0.02496,           0.0090019,           0.0017681,             0.90256,             0.95083,             0.94055,              0.6072,            0.024767,           0.0082082,           0.0014261,            0.009637,            0.009637,            0.009637
                  13,            0.025026,           0.0092011,           0.0021153,             0.97642,             0.95139,             0.95927,             0.55533,            0.023622,            0.007375,           0.0012894,            0.009604,            0.009604,            0.009604
                  14,            0.024979,           0.0086382,           0.0019108,             0.97555,             0.94583,             0.96027,             0.57315,            0.021131,           0.0074951,           0.0011299,            0.009571,            0.009571,            0.009571
                  15,            0.023112,           0.0082495,           0.0015004,             0.99292,             0.96833,             0.97342,             0.70149,            0.019303,           0.0070183,           0.0013041,            0.009538,            0.009538,            0.009538
                  16,             0.02473,           0.0082734,           0.0015149,             0.99136,             0.97083,             0.97071,             0.68389,            0.020265,           0.0066375,           0.0012131,            0.009505,            0.009505,            0.009505
                  17,             0.02348,           0.0080419,           0.0013509,             0.99505,             0.97238,             0.97374,             0.72056,            0.023158,           0.0062742,            0.001027,            0.009472,            0.009472,            0.009472
                  18,            0.022745,           0.0079013,           0.0012336,             0.99624,             0.96935,             0.97658,             0.64438,            0.017196,           0.0069066,           0.0011775,            0.009439,            0.009439,            0.009439
                  19,            0.021571,            0.007907,           0.0014433,             0.99429,             0.97112,             0.97683,             0.66062,             0.01593,           0.0068082,           0.0009855,            0.009406,            0.009406,            0.009406
                  20,             0.02203,           0.0075781,            0.001318,              0.9958,              0.9675,             0.97518,             0.70417,            0.019869,           0.0064179,           0.0010703,            0.009373,            0.009373,            0.009373
                  21,            0.021954,           0.0076023,           0.0016522,             0.99504,             0.96927,             0.97434,             0.73627,             0.02074,           0.0063536,           0.0010008,             0.00934,             0.00934,             0.00934
                  22,            0.021226,           0.0073295,           0.0012221,             0.99654,             0.96867,             0.97301,             0.73803,            0.016839,           0.0065191,            0.001031,            0.009307,            0.009307,            0.009307
                  23,            0.021075,           0.0074356,           0.0012349,             0.99673,              0.9688,             0.97503,             0.69057,            0.015707,           0.0068358,          0.00099724,            0.009274,            0.009274,            0.009274
