Pred_inc,Pred_PA,Real_inc,Real_PA
-52.801506,84.70647,-57.4,111.50654
0.964918,-107.24126,6.6,245.52612
-61.389175,25.466255,-65.8,24.002613
-5.744082,-116.087,-6.0,247.1561
76.412796,103.78762,72.3,127.146996
40.967457,93.941246,-76.5,125.11673
60.695198,-89.6087,63.8,255.99611
-18.38233,-35.02854,-20.1,313.72794
-18.64032,-105.172775,-18.7,247.08458
-68.21906,22.7922,-65.8,22.725441
73.51555,104.77962,83.3,121.79583
-17.931366,-175.08766,-20.5,157.0052
58.225414,-151.58182,64.4,188.08206
-49.836617,-116.55697,-42.4,227.81812
-34.032616,27.104511,-37.7,20.321165
-55.823746,85.42536,-54.8,103.45538
-37.15405,37.148586,-32.9,35.89297
-56.79566,-59.894764,-58.1,281.25208
15.024775,-137.24951,16.2,224.75317
65.26914,11.291852,69.9,5.662112
-56.024017,-57.428185,-53.4,291.2727
-41.171383,-167.59467,-43.7,184.87071
-1.1513478,-203.70827,-2.2,156.54434
7.785822,-144.00208,11.2,214.6972
-59.013847,-209.19212,-62.3,141.9319
-16.13837,-166.60603,-18.6,185.78917
64.80748,-99.668686,72.7,241.41473
2.4936728,-81.28901,6.1,272.55835
-27.325544,90.03898,-26.6,105.921326
50.29637,19.944674,51.0,19.172771
-17.072298,-13.547783,-16.8,345.64023
-62.56595,82.40857,-72.3,89.53197
-10.881495,92.49981,-87.7,99.54455
6.6209154,-88.13692,10.3,271.22977
65.89896,63.883965,67.5,68.49562
24.07499,-30.733332,24.0,327.1867
78.974655,129.08195,88.0,55.992386
54.201202,107.20251,52.6,106.74691
-61.978992,-123.01389,-68.5,236.98152
-35.471924,-175.71849,-38.4,189.5725
-72.203445,-156.58044,-76.8,215.97691
25.50283,-118.22026,26.1,241.29083
24.030449,54.89735,-89.4,41.912525
16.308563,-75.63754,14.2,282.43158
-0.28442678,-122.48304,-1.5,231.55614
68.03479,-147.04167,85.4,186.87862
-10.578779,-102.94929,-16.7,252.3417
-30.61952,-35.16899,-40.3,317.98798
77.75009,-117.40854,-85.3,191.4104
-7.178229,-74.554405,0.4,266.0344
69.07319,61.875233,-83.9,109.53337
55.605183,26.873579,57.8,28.004559
32.94841,-34.789803,32.5,322.52167
41.112427,130.5062,45.9,141.5649
45.37507,42.9567,42.4,40.11559
65.44518,-100.880165,67.7,256.6038
-40.746445,-165.17911,-40.6,183.58745
66.99079,-119.53358,70.9,231.60825
-53.8946,-11.571851,-48.6,346.3679
51.24257,-173.02591,80.7,148.15874
-75.955894,75.01362,-86.4,105.58132
2.1189928,104.48842,1.1,111.82049
77.928894,46.812214,85.7,40.982594
49.82027,54.952515,49.7,45.56423
29.303968,-211.90903,27.0,129.55046
51.525986,-83.74327,39.6,263.23975
23.042185,122.50257,13.5,121.47702
-2.8593736,83.26022,5.4,102.130196
78.07214,17.04229,86.6,176.75272
60.152508,-138.30823,65.6,239.13821
33.10008,-92.10705,32.1,263.87454
-10.366425,-191.44478,-9.4,143.08672
-37.97658,-130.44168,-35.2,227.09944
52.47246,-29.502403,48.2,320.98962
69.75857,-154.1185,76.4,209.20041
56.04992,55.567944,52.6,50.955353
30.732761,-164.77216,24.5,189.23656
0.2659747,45.5497,1.7,46.867237
-21.500185,-114.63613,-25.7,219.87782
-16.415836,56.59262,-16.5,57.96444
69.46185,-90.12325,69.8,279.7658
39.010956,66.99551,40.7,75.790016
-67.77894,-76.1712,-61.0,279.53766
53.443027,-155.92125,-72.2,209.2574
56.786644,-84.4337,66.1,276.24863
-34.14699,-167.9108,-40.3,173.64233
37.556282,64.448235,41.9,71.21967
4.925538,-186.22444,4.7,155.01811
-25.147617,121.9889,-25.9,129.67825
-55.0772,-51.536575,-61.0,308.8271
-64.56525,-200.88562,-58.9,170.20653
67.224815,-94.43428,75.5,236.85791
60.706127,-57.149647,67.3,298.73505
41.587715,-20.135473,39.3,337.81372
-64.37907,129.8891,-70.2,107.8977
-63.175583,46.658413,-68.1,47.550266
-44.251682,7.054064,-51.4,1.2445576
